APO US,ATD CN,ATZ CN,BEP-U CN,BLK US,CBOE US,CIGI CN,DE US,EQB CN,HON US,IYZ US,JPM US,MSFT US,NTR CN,SBUX US,TOI CN,TTWO US,UHS US,V US,VGT US,XFN CN,XLV US,XLY US,XMA CN,XUT CN,ZIN CN
2.5303432960033234e-09,1.737588948766411e-05,0.0,0.0,6.768506675275399e-09,1.794875038527155e-08,0.0,0.0,0.0,0.0,5.734402958896167,1.1157030160857673e-08,2.0455455038148607e-09,0.0,0.0,0.0,4.566087785651263e-09,5.7494338543545576e-08,2.0537873051534872e-08,7.49999997808391,7.5,7.49999998469918,3.8467523046348138,7.499999970699347,7.5,7.5
0.0,1.9704496438763958e-05,0.0,0.0,1.0308208280018771e-09,0.0,1.2115290107944654e-08,5.548321871384765e-09,0.0,1.380492369723596e-08,5.7344022474069725,9.056812591556884e-09,8.058517655257225e-09,1.055714560910248e-08,0.0,3.28723524095631e-09,1.7915289737824303e-08,0.0,2.5618811586025636e-08,7.499999997643325,7.5,7.499999986566698,3.846755454398601,7.5,7.499999986996565,7.499999994430091
1.52211646065048e-08,1.2348448859538647e-05,2.801499882770786e-08,5.68441931979996e-09,0.0,0.0,4.182212041958788e-09,2.4856451272259328e-08,1.6806713833139586e-08,8.16218995603607e-08,5.73439417482736,0.0,0.0,2.681012451974385e-08,2.320145898321302e-09,0.0,1.786778164661329e-08,0.0,7.835822355556354e-08,7.499999998700566,7.4999999602896565,7.499999958596236,3.846741452167978,7.499999963163474,7.4999999636427725,7.499999983369604
3.502944129207819e-07,3.2518171815969454e-05,1.7352805997683518e-08,0.0,0.0,2.0097123045598186e-07,2.890161200641561e-08,0.0,5.705511323811363e-08,0.0,5.734416228271572,7.252655628842142e-08,6.55689973670659e-08,6.085763906704678e-08,0.0,0.0,0.0,2.3100938176257024e-08,0.0,7.499999931341509,7.499999824957591,7.499999842979069,3.8467989846778767,7.5,7.499999977391381,7.5
0.0,1.1389040041696191e-05,7.826731276971977e-09,4.178457926884427e-10,0.0,0.0,5.236884363657435e-09,0.0,0.0,1.759600104511705e-09,5.734392252329339,0.0,1.8359726933203646e-09,0.0,9.353164683728599e-09,0.0,0.0,0.0,5.121024524573636e-09,7.499999983867056,7.5,7.49999997975036,3.8467409502138636,7.5,7.49999994979066,7.5
0.0,1.3334816851250098e-05,1.7521380353546778e-08,7.570913297325066e-09,0.0,3.407041038183678e-08,3.172613222482412e-08,2.161121333971172e-08,2.5261168851153926e-08,0.0,5.734392643992532,5.168052426979264e-08,1.3580578051008985e-07,0.0,0.0,4.472632854357617e-09,0.0,0.0,0.0,7.4999999993710595,7.499999996063799,7.499999959945019,3.8467460076770696,7.5,7.5,7.5
0.0,9.477612075150633e-06,0.0,0.0,0.0,1.7139420698669694e-07,0.0,0.0,1.427794890998535e-07,0.0,5.734389233354771,0.0,0.0,9.57634207175706e-08,0.0,0.0,5.33391161100516e-08,0.0,0.0,7.5,7.5,7.5,3.8467392178820883,7.5,7.4999999857149255,7.499999621248069
6.752478090565894e-08,1.2666534019226128e-05,0.0,1.874784059550591e-08,0.0,3.528519617115866e-07,0.0,0.0,7.842631977866832e-08,0.0,5.7343911192087145,4.90510661602106e-08,0.0,0.0,0.0,0.0,9.205997162503587e-08,1.1219629739156467e-07,0.0,7.499999818676013,7.499999876461995,7.5,3.846747330979082,7.5,7.5,7.5
0.0,7.867885037894918e-06,4.148266626036179e-09,0.0,0.0,3.581226287741046e-08,8.466739115364774e-09,0.0,0.0,1.2757065282614777e-08,5.734384582505798,0.0,1.6880423447940274e-08,0.0,0.0,0.0,0.0,3.721918953591974e-09,1.899156760673537e-08,7.5,7.499999994211606,7.5,3.8467343992225995,7.5,7.499999986472253,7.5
1.8299578657954285e-07,1.85251850268707e-05,0.0,3.0541061381283985e-07,0.0,6.938105732295918e-08,4.3254683688986884e-08,1.145283754985793e-07,1.239899218019591e-07,0.0,5.734395069818295,1.5788166694147288e-07,5.803935838877283e-08,7.57764917654058e-08,0.0,0.0,2.2219949196572442e-07,9.015289287664374e-08,1.0377424648766453e-07,7.499999791595926,7.499999718910952,7.499999930292418,3.8467648300593336,7.5,7.499999759446369,7.5
0.0,3.2451509687248886e-05,9.059768248717246e-10,4.3577671308701e-09,8.459525346784477e-09,1.8448245663175668e-08,4.257835417868787e-11,1.2096608606445471e-10,4.071843096026872e-09,0.0,5.734409352852142,6.844434104775742e-11,8.798130977550835e-13,1.4195321103576524e-11,1.673367856843038e-08,9.853103085194711e-10,9.720101296921947e-11,0.0,1.1303423975324281e-11,7.5,7.5,7.4999999999874225,3.846812647840779,7.5,7.5,7.499999987642228
1.6396043550637174e-08,9.976213719269794e-06,0.0,8.511857180464738e-09,0.0,3.644512122646937e-09,1.8495247867955644e-08,4.422955057759026e-11,0.0,7.167915219707943e-09,5.734382889037735,2.6797990909654956e-10,5.54368200650357e-09,3.163465669975274e-09,0.0,7.055612864792504e-09,8.936883091198444e-09,7.884373796201993e-09,0.0,7.499999999805354,7.5,7.499999992694498,3.8467377856097733,7.5,7.5,7.499999983681653
3.722067029587883e-08,1.1172367008534939e-05,0.0,0.0,3.5934510141805154e-08,0.0,0.0,0.0,3.3267118226820713e-09,0.0,5.734383714405128,0.0,0.0,0.0,4.575751921462312e-08,2.4724070186998848e-08,4.2828643062597926e-08,1.404066125518244e-08,0.0,7.499999961126472,7.5,7.4999999988456105,3.846744975992791,7.499999998718124,7.499999957682258,7.5
0.0,2.1994752613543603e-05,1.7749121963839265e-08,0.0,0.0,4.238663543418286e-07,0.0,2.566936350978377e-08,3.8587285970670404e-08,0.0,5.734390738372683,2.8238020324811153e-07,0.0,9.274930563157868e-09,0.0,1.4625400977102965e-07,2.862164828060232e-08,0.0,7.638622200045742e-08,7.499999899636807,7.499999968236651,7.49999993341203,3.8467869979895575,7.499999872902379,7.5,7.5
0.0,1.3404952806453374e-05,4.948430033790974e-09,5.175653287024795e-09,2.257377097747426e-09,0.0,9.3984422674942e-09,3.981168519850975e-09,0.0,0.0,5.734384453515032,5.916953038642703e-09,0.0,0.0,0.0,7.131997249720801e-09,0.0,0.0,8.35533187776294e-09,7.5,7.499999995126921,7.5,3.8467534841605358,7.4999999947388405,7.499999992723786,7.5
0.0,1.211851826078205e-05,0.0,1.8530372440477005e-09,0.0,2.886258593237656e-08,0.0,0.0,2.0303179276703887e-09,0.0,5.734383167572856,2.7078055422902203e-08,0.0,0.0,5.109824195714818e-09,0.0,9.952696392728777e-09,2.5697429427429253e-09,0.0,7.5,7.5,7.499999985600169,3.8467515250124227,7.5,7.499999979898943,7.5
1.4952554472369428e-08,1.2891648431233305e-05,1.0732592072015823e-08,3.779673785325038e-09,1.0166806285738517e-07,0.0,0.0,0.0,3.844834936539421e-08,2.5361882732832797e-08,5.734381445405681,1.42451802090382e-08,0.0,3.607416275419606e-09,4.061046607502228e-08,2.5903094426349416e-08,3.816295127134772e-08,0.0,0.0,7.499999979985613,7.5,7.4999999566373186,3.846754037227311,7.5,7.499999955516181,7.499999959325016
0.0,1.3571962726196619e-05,0.0,0.0,0.0,0.0,9.314118226688706e-09,1.7020408867030046e-08,0.0,3.725776544921677e-09,5.734383994767907,0.0,7.205441104884969e-09,0.0,1.7455712222891329e-09,3.901760164959356e-09,5.970746033007179e-09,0.0,0.0,7.499999996009032,7.5,7.499999998131508,3.8467612209539905,7.5,7.499999999110521,7.499999990048154
3.066255582773181e-10,1.4372440824365201e-05,0.0,7.874951873324681e-09,8.464478597203229e-09,4.075980872264573e-10,7.3485108623150275e-09,0.0,0.0,0.0,5.7343810000723,0.0,8.282582258933857e-09,7.600275964136927e-09,0.0,3.748585990226427e-09,0.0,0.0,1.2982130127847658e-09,7.5,7.4999999965701765,7.499999995878219,3.8467551824699506,7.5,7.4999999824502,7.499999998715724
0.0,1.0377855738999409e-05,0.0,0.0,2.2670763877297162e-08,2.9450252306273406e-08,6.726483606223077e-09,9.827021488217902e-09,4.155462605959226e-09,0.0,5.73437982144486,0.0,0.0,2.7478918706441702e-08,3.4219964882564735e-08,0.0,0.0,0.0,0.0,7.5,7.499999993173248,7.499999995851464,3.846747505796099,7.5,7.5,7.499999994786323
5.0911677651477305e-09,1.4640402335938663e-05,0.0,8.587344713355954e-09,0.0,6.752860597092347e-09,6.594625887035299e-10,7.875005508806154e-09,5.790505401559454e-09,0.0,5.734380500128577,0.0,0.0,0.0,8.282272177112526e-09,0.0,0.0,6.83640739504443e-09,2.71854396632909e-09,7.5,7.4999999847727885,7.5,3.8467661298306663,7.499999994310344,7.499999993493773,7.5
1.0521694626675071e-09,9.2889464134438e-06,0.0,0.0,4.769746056454416e-09,0.0,0.0,4.631368552554527e-09,2.227773521212839e-10,0.0,5.734377429911119,3.0716975837896676e-09,0.0,0.0,6.5316621469108105e-09,1.2666237850234019e-09,0.0,1.2262734491036431e-08,2.9762605574523704e-09,7.499999999592337,7.5,7.499999999147774,3.846744775169743,7.5,7.499999999644684,7.499999993146498
0.0,1.1824738230768739e-05,0.0,0.0,3.140401740736598e-08,0.0,0.0,2.4022050841565612e-08,0.0,0.0,5.734378706624954,0.0,0.0,1.6681585800204513e-09,4.0717916885424366e-09,9.314457018183564e-09,0.0,8.920175188775747e-09,1.4603700193571711e-08,7.499999988662132,7.5,7.5,3.84675571043823,7.499999991985817,7.499999982426974,7.5
0.0,1.5038769214659187e-05,4.900534665563949e-09,2.250492544056404e-09,2.986233482715761e-09,9.069010299678215e-09,0.0,2.5723997758297923e-08,0.0,0.0,5.734377461318683,7.51372297713715e-09,0.0,0.0,0.0,7.715376081074421e-09,1.0780624917078319e-08,1.2035897799245188e-08,0.0,7.499999991166111,7.5,7.5,3.846760996035016,7.499999997765906,7.49999999400523,7.499999993965739
2.7558119675141768e-08,1.626677739053478e-05,0.0,4.4078573798768395e-09,0.0,2.4173609294853016e-09,0.0,1.0083157919726915e-08,5.602439345775423e-09,8.471963582057374e-10,5.734375620258343,0.0,3.6194490113383715e-09,0.0,1.4139450894845584e-08,6.871600510827136e-09,0.0,0.0,1.7157339958495665e-08,7.4999999872033944,7.499999984942621,7.5,3.8467807667244087,7.5,7.5,7.5
0.0,1.162740850095545e-05,0.0,0.0,0.0,0.0,0.0,2.118773073656044e-08,0.0,3.640473669047628e-08,5.734374308445935,2.576408501472893e-07,4.914510118303461e-08,0.0,2.6645544624892548e-08,3.248250973753031e-08,1.7104999708306146e-08,5.2795192523324985e-08,0.0,7.49999995926324,7.499999992438622,7.499999970070882,3.8467565335039944,7.4999999722675375,7.5,7.5
7.361251885829034e-09,7.818550134749969e-06,3.456947055002768e-09,5.003759169161515e-09,0.0,0.0,1.8698828943564116e-09,2.7681208020213788e-09,0.0,0.0,5.734374042578307,1.757618356412749e-10,0.0,0.0,9.431635854262321e-09,3.0908210019164883e-10,0.0,0.0,1.244244637876868e-09,7.5,7.499999999248626,7.5,3.8467413150826966,7.499999999559219,7.4999999915114985,7.5
1.9927078043213697e-08,9.480514199730616e-06,0.0,9.616407887005907e-09,1.617695907785155e-08,0.0,0.0,9.479399210032824e-09,0.0,1.015356340672291e-08,5.734374171924074,0.0,2.1874295430546198e-08,0.0,0.0,0.0,3.903039350050541e-10,0.0,0.0,7.499999995634512,7.5,7.499999999563868,3.8467488768157025,7.499999998984333,7.499999985185826,7.5
2.53758264401327e-09,9.492954757342464e-06,0.0,8.201129489057712e-09,0.0,0.0,3.1806906067299856e-09,0.0,2.8659280157383726e-08,2.142504758675945e-08,5.734372661963253,4.9410170052666125e-08,0.0,8.971960847869997e-09,0.0,3.2421374612789933e-09,0.0,0.0,3.9977778032440625e-09,7.499999984388126,7.5,7.5,3.8467486215879294,7.5,7.5,7.499999886351054
0.0,1.2007213669520955e-05,0.0,0.0,0.0,2.8604289076250566e-09,5.2149106213872365e-09,0.0,8.938293855065282e-09,4.1824148918484516e-08,5.734371210392173,2.175131602610847e-09,0.0,0.0,0.0,8.340932458605899e-09,2.1030008463818195e-09,5.599705074632588e-09,0.0,7.49999998283639,7.499999972498336,7.5,3.84675932401179,7.5,7.5,7.5
0.0,1.1099102090184054e-05,2.3795184572739103e-09,1.9017015197818343e-08,3.2131412981695195e-08,2.534155316147313e-08,3.137869478142541e-09,3.078570037784445e-09,0.0,0.0,5.7343717206023035,2.07604360785707e-08,0.0,4.1632025084281654e-09,0.0,5.280509536575995e-09,0.0,0.0,0.0,7.5,7.499999996977564,7.5,3.8467563194274517,7.499999994537784,7.499999989339003,7.5
0.0,9.30210131214193e-06,0.0,0.0,0.0,0.0,2.8048958121418277e-08,2.1526465679433393e-08,0.0,0.0,5.734371719122022,0.0,0.0,0.0,4.785459875589204e-09,1.7479391198338412e-09,0.0,4.0648550324318133e-08,0.0,7.5,7.5,7.49999998800229,3.846746876753557,7.5,7.49999998870192,7.499999999058131
0.0,9.32855458036369e-06,3.5820828941934835e-09,0.0,8.050701424955342e-09,5.851550667623773e-09,4.038375710224695e-09,4.162990438483227e-09,1.6465791230491078e-08,0.0,5.734369062993994,0.0,7.888709650794024e-09,6.919390407866821e-10,0.0,0.0,1.1420199855227686e-09,8.578396673564193e-10,1.0616495529913728e-08,7.5,7.4999999839454405,7.5,3.8467535168699856,7.499999998881096,7.5,7.499999989411791
6.151010256694178e-09,9.184020384814251e-06,1.1083039694326224e-08,0.0,0.0,0.0,2.10709226108885e-08,2.44252708336834e-09,0.0,2.0806535053902175e-08,5.734369461428774,5.70735108479381e-09,0.0,0.0,0.0,2.259108698721146e-09,1.7401467246325186e-08,0.0,5.739070503552046e-09,7.4999999845422884,7.4999999954930505,7.5,3.8467512899103107,7.5,7.499999997144576,7.5
0.0,1.852294927925935e-05,1.0089526436551921e-09,0.0,8.574263000993287e-09,1.4091773407887143e-08,5.734225073938948e-09,0.0,1.3973561890923136e-09,0.0,5.734362633254138,1.2771228692642911e-08,0.0,3.787012110151311e-09,1.161899270372968e-08,1.0371620229321366e-09,0.0,0.0,0.0,7.5,7.4999999917344855,7.5,3.846790845735319,7.499999990843892,7.499999987775537,7.5
0.0,9.972261435717278e-06,8.094129533287031e-10,1.1507634688906476e-08,1.4633381485718022e-08,0.0,0.0,0.0,2.71920035099793e-08,6.641438787813314e-09,5.734369377039289,1.701895568917422e-10,0.0,3.6126748294285083e-09,0.0,1.1456423310018948e-08,0.0,2.6437648945054626e-09,2.2216967848764924e-08,7.499999997028656,7.5,7.5,3.846756615646706,7.499999994033593,7.499999967237825,7.5
4.0704145609637976e-08,1.0482916552173593e-05,4.239881015721814e-09,0.0,0.0,1.0756732310435169e-09,0.0,0.0,0.0,0.0,5.7343672071709495,1.2005054589314668e-08,0.0,0.0,4.735814049944276e-08,1.3890701089369628e-09,0.0,0.0,2.9946221891119507e-08,7.5,7.499999973569111,7.5,3.846759432888475,7.5,7.5,7.5
6.235738037041472e-08,1.3136580648970275e-05,0.0,1.5234150312765093e-09,0.0,0.0,3.922725339000621e-09,2.072020333088176e-09,1.1887571135793529e-08,0.0,5.734364715229059,5.261150889945831e-10,0.0,7.693125129992762e-09,5.8323003804955365e-08,1.6855884743538496e-09,0.0,3.946775233021338e-08,0.0,7.5,7.5,7.5,3.846775664149771,7.499999972259175,7.5,7.499999958708122
2.3583440755814422e-09,7.535340772017729e-06,0.0,0.0,1.1934285504278108e-08,0.0,1.5115839135937392e-09,0.0,0.0,1.1852449577354207e-09,5.734366909078474,3.9397525172790715e-09,2.950774867505057e-09,0.0,0.0,0.0,0.0,1.0321751266195722e-08,4.2273146788618376e-10,7.5,7.499999998706771,7.499999996971065,3.8467510241225735,7.4999999936728665,7.499999991010835,7.5
0.0,9.649193835614689e-06,2.774615953660131e-09,0.0,0.0,1.747086052217295e-08,2.831490077126464e-09,5.074080391964664e-09,0.0,6.437020708127683e-09,5.734367996050704,0.0,1.0138109449164823e-08,0.0,1.371851677395286e-08,0.0,0.0,1.8438540971832396e-08,0.0,7.5,7.5,7.499999990842282,3.8467531481653108,7.499999996656685,7.5,7.5
4.170370992984118e-09,1.0225971136361423e-05,1.4651490784500787e-08,7.65027164881249e-09,0.0,1.5053548685362017e-09,0.0,1.5636981293143393e-08,4.8341364938808695e-08,5.2365776558732646e-08,5.734364813304796,0.0,0.0,1.2193772727653318e-08,1.8998798454600285e-08,1.986551721733232e-09,9.019712234048516e-09,0.0,0.0,7.49999999973692,7.5,7.5,3.8467609997423358,7.5,7.499999965186556,7.499999969483195
0.0,7.5845582928751876e-06,0.0,9.810064631292359e-09,0.0,0.0,1.2567890998738118e-08,3.528378908490559e-08,1.2513049624240935e-09,4.0461900410043716e-08,5.734368166554733,1.796258627950742e-08,0.0,1.2805994632769657e-08,3.514618648198242e-08,5.826471770331576e-09,0.0,4.9774774579791625e-09,4.133776168591119e-08,7.499999995867605,7.5,7.5,3.8467441267442446,7.5,7.499999980459464,7.4999999814461535
1.7529709211983047e-07,8.796636510530198e-06,0.0,8.205513887717814e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.734366023245447,0.0,0.0,0.0,0.0,6.996540881376578e-08,2.1437833574305953e-07,3.5729474830159536e-07,0.0,7.499999910774319,7.499999950161442,7.5,3.846752329447571,7.5,7.4999997755600765,7.5
4.1003311856968594e-11,8.03029643822728e-06,4.3333895499708674e-09,0.0,1.4357438848922044e-10,0.0,8.104306462031197e-09,0.0,0.0,0.0,5.734366118816258,3.4146876298768447e-09,1.8055459904964266e-09,0.0,1.7712525456764494e-08,0.0,3.6501354022666632e-09,4.25454468530595e-08,0.0,7.499999992777896,7.5,7.499999998093661,3.8467504378727106,7.499999997320801,7.4999999941521605,7.49999999561658
1.2784953651312492e-09,9.017472218240019e-06,0.0,9.923739130793252e-10,0.0,5.7837493475099144e-09,1.1163187476449599e-09,0.0,6.84125742167474e-09,5.5742353438238234e-09,5.734364074870445,3.668096424952403e-09,5.062835914393382e-09,3.1161627098152955e-09,0.0,2.005635241220105e-10,0.0,0.0,0.0,7.499999991530826,7.4999999983881125,7.499999992370735,3.8467553397708185,7.499999999626228,7.4999999956417,7.499999999204611
0.0,1.187633056447257e-05,0.0,0.0,1.982461712152217e-08,0.0,0.0,2.8519856615227823e-09,1.7160670107152498e-08,0.0,5.734359236561723,5.8731602914363634e-09,2.168923304846082e-08,0.0,0.0,0.0,7.535179598339159e-09,2.655394047007542e-08,0.0,7.49999999374574,7.5,7.5,3.8467696886276603,7.499999987285282,7.5,7.5
1.71267167115019e-10,8.094648926149084e-06,7.088590825432561e-09,2.0140494307041568e-09,0.0,0.0,0.0,2.3478472638283066e-09,0.0,1.9677311863253166e-09,5.7343646925629885,6.501771343536689e-09,5.284766374513694e-09,2.960951622776875e-09,0.0,0.0,0.0,4.1254577878846455e-09,7.970125774636738e-09,7.499999987644957,7.5,7.5,3.846751994257337,7.5,7.5,7.5
3.696992711965663e-09,8.373598887889688e-06,1.5179908371965034e-08,1.5364562703720774e-08,3.1296534808156196e-08,0.0,0.0,0.0,1.3338676344010203e-08,3.248016682000365e-08,5.734364081487817,0.0,1.0272560926893881e-08,6.396710418299367e-09,0.0,1.049313119033668e-08,0.0,1.3330908078812431e-08,0.0,7.5,7.5,7.499999999625843,3.846752270210933,7.499999996555825,7.5,7.499999993742939
0.0,7.74519655710284e-06,1.0967345434598208e-08,0.0,0.0,0.0,0.0,3.6094856270540987e-09,1.4171040729760165e-08,1.6130291893845516e-08,5.73436218569072,0.0,1.5945531006700264e-08,0.0,0.0,2.11119559334616e-09,3.7338826475163955e-09,0.0,8.084642504069262e-09,7.499999998234559,7.499999969519947,7.5,3.846756190964769,7.5,7.5,7.499999995939295
0.0,8.292516499863734e-06,0.0,0.0,1.3709460303101828e-08,3.913417680190268e-09,3.3276395527970237e-09,0.0,6.640216154707446e-09,7.69028590807963e-09,5.73436175545178,0.0,0.0,0.0,0.0,0.0,1.958263239065783e-09,3.277589311068141e-09,0.0,7.5,7.5,7.499999994625542,3.8467575447462203,7.5,7.5,7.5
0.0,1.8719987344290034e-05,1.1260234411558656e-08,6.882401332869437e-09,0.0,0.0,0.0,9.467846645572209e-09,1.7359044410247826e-08,0.0,5.73433601813826,0.0,0.0,0.0,0.0,0.0,1.6560481111427272e-08,1.5380420548272156e-08,1.4184983743170676e-08,7.5,7.4999999869950535,7.499999995409796,3.8468273406149778,7.499999996979086,7.5,7.499999985056544
1.1454587278691974e-09,6.514944453708815e-06,3.800397149755774e-09,0.0,1.699499915797098e-10,1.974134692522833e-08,2.2438184990591914e-09,2.3464782200610657e-09,0.0,3.0014922838828006e-10,5.734364330454672,0.0,0.0,3.868427973785504e-09,0.0,0.0,0.0,0.0,2.8541264837644853e-09,7.499999994520875,7.499999999207701,7.5,3.84674164505829,7.49999999505992,7.5,7.5
3.5597455538827205e-09,6.153520305807181e-06,4.81338822966304e-09,0.0,0.0,7.3738789380106695e-09,0.0,0.0,2.757238534711881e-09,0.0,5.734364368558777,0.0,1.1085805190491627e-08,1.1491728922619071e-08,0.0,0.0,9.979931291093092e-09,8.875195023350102e-09,6.635727384241008e-09,7.499999996794554,7.5,7.499999993594877,3.846744018132381,7.5,7.499999999612725,7.499999994687196
0.0,7.244577474550817e-06,0.0,0.0,0.0,1.529859867260841e-08,0.0,0.0,0.0,0.0,5.734361256583018,1.52213235071752e-08,5.530515455320906e-09,3.1853438289819458e-09,5.048672851309943e-09,0.0,0.0,1.7495409981860277e-08,1.454629663250051e-08,7.499999985818222,7.499999961702991,7.5,3.8467529446033417,7.5,7.499999996447107,7.5
0.0,8.405255959298419e-06,0.0,2.737643185063421e-09,0.0,6.084796208560839e-09,8.578806935666261e-09,0.0,4.190999977615739e-09,4.1949119525264145e-09,5.7343602156528775,0.0,2.5240096471201845e-09,7.618909669826479e-09,0.0,0.0,0.0,2.7520999368313426e-09,7.5077511915711e-09,7.5,7.499999994829369,7.499999978247941,3.8467552714501445,7.499999995121237,7.4999999903447465,7.499999998974951
2.4293897449290114e-08,9.128714692843709e-06,8.187100650203227e-09,0.0,0.0,1.9593007771767645e-09,0.0,2.7095103938279408e-09,0.0,3.224736337334444e-08,5.734359066966845,0.0,0.0,0.0,0.0,3.325343680971038e-08,0.0,0.0,9.631373650009767e-09,7.499999985492729,7.5,7.5,3.8467588483662176,7.499999985667979,7.5,7.5
0.0,6.345970172540747e-06,0.0,0.0,1.0738577388424986e-08,9.731650207900344e-09,1.932568688411962e-11,4.93952240221418e-09,0.0,0.0,5.734360050680504,0.0,0.0,0.0,4.922162243764516e-09,0.0,0.0,2.131903577284877e-08,9.960433519640155e-10,7.5,7.499999998838878,7.5,3.84675348684964,7.4999999638944495,7.5,7.5
0.0,7.764292160550151e-06,1.1915187239641689e-08,0.0,0.0,2.7987605288881667e-09,3.9471464291507274e-10,0.0,0.0,1.5197730400540177e-08,5.734358469716207,1.2808317254031643e-08,0.0,0.0,0.0,2.3648482477822697e-09,0.0,3.78168416720337e-09,0.0,7.5,7.499999972665479,7.49999999744274,3.8467562325531905,7.49999998675352,7.499999986434563,7.5
0.0,7.1504930362203956e-06,0.0,0.0,6.061939492041368e-09,0.0,0.0,2.5844620193948842e-08,0.0,0.0,5.734362099334358,4.713578104220684e-08,1.186598302255204e-08,5.683024710545492e-09,4.8085584732765474e-08,1.740297836394511e-08,0.0,1.3687488815972149e-08,0.0,7.5,7.5,7.499999996099429,3.846747974088146,7.499999996681751,7.499999938904963,7.499999983277035
1.1821758849617225e-08,9.060142571598595e-06,0.0,0.0,0.0,3.344026444640491e-09,0.0,0.0,1.060381088491269e-08,2.9887035554732044e-09,5.734353041043488,5.280352544101419e-10,0.0,0.0,0.0,0.0,8.989253785784967e-10,5.01173928746379e-10,0.0,7.5,7.499999992142399,7.5,3.84677156216321,7.499999993221874,7.499999999980894,7.5
5.6184557006844216e-09,6.727011866471122e-06,2.0328110722500625e-09,5.8487448608215975e-09,3.4030851053801214e-09,0.0,0.0,3.783310470462098e-09,0.0,0.0,5.73436109891315,0.0,0.0,1.8725139494524257e-09,7.059366459449823e-09,0.0,0.0,0.0,0.0,7.5,7.499999995449907,7.5,3.84674811144817,7.499999989085096,7.5,7.4999999971838465
0.0,5.365014020194958e-06,1.1156936138845275e-08,6.9253185217693636e-09,4.943706728710584e-09,0.0,2.9685143232427436e-09,1.886711273324515e-09,0.0,1.9948990376272846e-10,5.734362437168143,0.0,0.0,0.0,0.0,0.0,1.7070317381850941e-09,0.0,1.3112051375219202e-08,7.5,7.5,7.499999994972782,3.846742732156109,7.499999997897737,7.499999996907733,7.49999999244728
0.0,7.622799154567705e-06,0.0,5.29845993468836e-09,0.0,0.0,2.7664044666142473e-09,0.0,0.0,8.910400021988618e-09,5.73435805806506,1.6693828958080914e-08,1.0431002936406308e-08,0.0,0.0,1.8925709437123128e-08,0.0,2.3842582422273217e-09,0.0,7.5,7.499999990212201,7.5,3.846754802473462,7.499999982083476,7.499999992817523,7.49999999611089
0.0,5.91542705739162e-06,1.4792871788626982e-09,0.0,1.960995168331925e-08,0.0,1.0447905908483879e-08,0.0,6.960243145726075e-09,1.708343223827402e-08,5.734360110741889,0.0,0.0,1.1874771478626034e-08,4.175426237401636e-09,1.449168909872789e-10,0.0,1.2871974146289045e-08,0.0,7.499999996478335,7.499999990490011,7.5,3.8467480237379816,7.499999995807401,7.5,7.5
1.2068943067156113e-09,7.694820444888173e-06,1.4246034907294813e-08,4.178224888469473e-09,0.0,0.0,5.066210298498852e-09,0.0,6.95998501887285e-09,2.380554781078459e-09,5.734354887496376,0.0,6.487241646646602e-09,0.0,1.3564881856664712e-09,0.0,0.0,2.7191193741060715e-09,1.8504588486512041e-09,7.499999999998813,7.499999998343557,7.499999999332897,3.8467608005786786,7.499999998372993,7.499999996524079,7.499999984390544
